pair,field_early_candidate,field_late_candidate,bootstrap_id,delta_late_minus_early,H_midpoint,P_midpoint,V_midpoint,Je_midpoint,Jw_midpoint,H_onset,H_finish,H_duration,five_field_midpoint_range,tail_type,tail_interpretation
H-Jw,H,Jw,296,-6.0,51.0,45.0,44.0,43.0,45.0,38.0,53.0,16.0,8.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,298,-9.0,52.0,42.0,43.0,46.0,43.0,36.0,55.0,20.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,304,-1.0,42.0,41.0,45.0,44.0,41.0,37.0,54.0,18.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,309,0.0,41.0,43.0,47.0,47.0,41.0,37.0,52.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,313,-9.0,52.0,42.0,47.0,44.0,43.0,39.0,54.0,16.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,315,-3.0,43.0,41.0,43.0,47.0,40.0,38.0,54.0,17.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,321,-6.0,49.0,41.0,41.0,46.0,43.0,44.0,51.0,8.0,8.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,323,0.0,41.0,42.0,44.0,48.0,41.0,37.0,51.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,329,-5.0,50.0,44.0,47.0,46.0,45.0,38.0,53.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,339,0.0,48.0,41.0,43.0,47.0,48.0,38.0,51.0,14.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,344,-4.0,50.0,41.0,43.0,47.0,46.0,39.0,53.0,15.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,345,0.0,49.0,41.0,44.0,46.0,49.0,37.0,51.0,15.0,8.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,346,0.0,46.0,45.0,44.0,47.0,46.0,40.0,51.0,12.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,347,0.0,41.0,42.0,44.0,46.0,41.0,37.0,51.0,15.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,353,-8.0,50.0,41.0,43.0,45.0,42.0,37.0,53.0,17.0,9.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,359,-8.0,50.0,45.0,47.0,49.0,42.0,37.0,53.0,17.0,8.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,367,-7.0,50.0,40.0,45.0,50.0,43.0,38.0,53.0,16.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,371,-3.0,43.0,41.0,40.0,48.0,40.0,40.0,53.0,14.0,8.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,379,-5.0,51.0,42.0,43.0,45.0,46.0,40.0,54.0,15.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,381,-6.0,50.0,41.0,42.0,48.0,44.0,41.0,53.0,13.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,383,-8.0,50.0,42.0,44.0,45.0,42.0,37.0,52.0,16.0,8.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,386,-5.0,49.0,44.0,48.0,45.0,44.0,37.0,52.0,16.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,388,-4.0,50.0,44.0,45.0,46.0,46.0,40.0,53.0,14.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,392,-3.0,51.0,42.0,44.0,45.0,48.0,37.0,52.0,16.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,401,-10.0,51.0,41.0,42.0,46.0,41.0,39.0,54.0,16.0,10.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,406,-8.0,49.0,41.0,41.0,46.0,41.0,42.0,53.0,12.0,8.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,425,-8.0,52.0,44.0,46.0,44.0,44.0,38.0,54.0,17.0,8.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,438,0.0,39.0,43.0,47.0,46.0,39.0,36.0,54.0,19.0,8.0,late_field_early_tail,"Jw shifts to the early side of its own bootstrap distribution, weakening H's lead."
H-Jw,H,Jw,448,-9.0,51.0,41.0,40.0,45.0,42.0,38.0,54.0,17.0,11.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,450,-1.0,40.0,42.0,45.0,45.0,39.0,37.0,53.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,456,-3.0,43.0,42.0,44.0,45.0,40.0,37.0,52.0,16.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,466,-9.0,50.0,41.0,45.0,42.0,41.0,42.0,54.0,13.0,9.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,469,-3.0,46.0,41.0,44.0,45.0,43.0,38.0,51.0,14.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,471,-1.0,40.0,41.0,42.0,48.0,39.0,38.0,54.0,17.0,9.0,late_field_early_tail,"Jw shifts to the early side of its own bootstrap distribution, weakening H's lead."
H-Jw,H,Jw,475,-9.0,50.0,43.0,43.0,44.0,41.0,36.0,53.0,18.0,9.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,482,-9.0,51.0,41.0,41.0,50.0,42.0,39.0,54.0,16.0,10.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,485,-6.0,49.0,40.0,42.0,48.0,43.0,38.0,53.0,16.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,500,-2.0,42.0,42.0,44.0,46.0,40.0,38.0,54.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,505,-3.0,44.0,41.0,43.0,46.0,41.0,39.0,53.0,15.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,510,-11.0,50.0,41.0,44.0,46.0,39.0,37.0,53.0,17.0,11.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,518,-8.0,50.0,41.0,41.0,49.0,42.0,39.0,53.0,15.0,9.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,520,-7.0,51.0,41.0,44.0,44.0,44.0,37.0,54.0,18.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,538,-8.0,48.0,41.0,44.0,46.0,40.0,38.0,52.0,15.0,8.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,550,-7.0,51.0,42.0,45.0,46.0,44.0,37.0,54.0,18.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,555,-1.0,43.0,41.0,44.0,47.0,42.0,37.0,53.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,560,-1.0,42.0,41.0,44.0,47.0,41.0,38.0,53.0,16.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,561,-3.0,51.0,40.0,42.0,44.0,48.0,38.0,53.0,16.0,11.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,564,-7.0,51.0,45.0,45.0,44.0,44.0,38.0,54.0,17.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,565,-1.0,43.0,41.0,41.0,44.0,42.0,38.0,54.0,17.0,3.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,567,0.0,39.0,43.0,44.0,46.0,39.0,37.0,54.0,18.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,573,-9.0,49.0,46.0,47.0,43.0,40.0,37.0,52.0,16.0,9.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,578,-5.0,47.0,44.0,45.0,47.0,42.0,42.0,52.0,11.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,588,-8.0,51.0,41.0,45.0,46.0,43.0,40.0,54.0,15.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,595,-8.0,51.0,42.0,43.0,45.0,43.0,38.0,53.0,16.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,607,0.0,41.0,41.0,43.0,47.0,41.0,37.0,53.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,611,-6.0,51.0,42.0,45.0,48.0,45.0,38.0,54.0,17.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,612,-8.0,50.0,42.0,42.0,44.0,42.0,39.0,53.0,15.0,8.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,617,-6.0,51.0,43.0,45.0,44.0,45.0,39.0,54.0,16.0,8.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,619,-6.0,51.0,42.0,46.0,45.0,45.0,38.0,54.0,17.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,620,0.0,42.0,44.0,47.0,43.0,42.0,37.0,51.0,15.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,623,-5.0,48.0,41.0,43.0,46.0,43.0,39.0,52.0,14.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,624,0.0,41.0,43.0,44.0,45.0,41.0,37.0,50.0,14.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,625,-6.0,51.0,45.0,47.0,43.0,45.0,38.0,54.0,17.0,8.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,628,-4.0,50.0,41.0,42.0,50.0,46.0,45.0,53.0,9.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,633,-7.0,50.0,40.0,44.0,45.0,43.0,37.0,53.0,17.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,635,-9.0,51.0,42.0,44.0,47.0,42.0,39.0,53.0,15.0,9.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,650,-6.0,49.0,43.0,45.0,44.0,43.0,38.0,51.0,14.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,655,-9.0,50.0,44.0,45.0,45.0,41.0,38.0,53.0,16.0,9.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,661,-6.0,50.0,41.0,44.0,46.0,44.0,38.0,52.0,15.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,671,-9.0,50.0,41.0,44.0,46.0,41.0,38.0,54.0,17.0,9.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,685,-1.0,50.0,42.0,45.0,44.0,49.0,38.0,52.0,15.0,8.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,692,-10.0,52.0,45.0,45.0,47.0,42.0,39.0,54.0,16.0,10.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,695,-6.0,49.0,44.0,44.0,46.0,43.0,39.0,53.0,15.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,704,-2.0,44.0,41.0,45.0,45.0,42.0,38.0,52.0,15.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,711,-1.0,51.0,40.0,43.0,46.0,50.0,37.0,54.0,18.0,11.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,723,-5.0,49.0,45.0,45.0,47.0,44.0,43.0,52.0,10.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,731,-4.0,48.0,41.0,44.0,44.0,44.0,39.0,53.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,736,-7.0,49.0,45.0,46.0,43.0,42.0,37.0,52.0,16.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,741,-9.0,51.0,40.0,44.0,47.0,42.0,49.0,54.0,6.0,11.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,742,-4.0,50.0,41.0,42.0,45.0,46.0,40.0,53.0,14.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,765,-3.0,50.0,43.0,45.0,46.0,47.0,37.0,52.0,16.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,781,-1.0,44.0,42.0,44.0,48.0,43.0,37.0,53.0,17.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,786,-9.0,51.0,42.0,43.0,46.0,42.0,42.0,54.0,13.0,9.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,787,-7.0,50.0,40.0,44.0,46.0,43.0,38.0,53.0,16.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,799,-1.0,50.0,40.0,45.0,44.0,49.0,39.0,53.0,15.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,801,-1.0,42.0,43.0,47.0,46.0,41.0,38.0,51.0,14.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,804,-8.0,50.0,41.0,43.0,44.0,42.0,38.0,53.0,16.0,9.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,812,-9.0,50.0,45.0,47.0,51.0,41.0,37.0,52.0,16.0,10.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,819,-7.0,50.0,43.0,43.0,45.0,43.0,37.0,52.0,16.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,821,-1.0,43.0,45.0,45.0,46.0,42.0,39.0,53.0,15.0,4.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,823,0.0,42.0,42.0,42.0,47.0,42.0,38.0,52.0,15.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,830,-12.0,52.0,41.0,45.0,46.0,40.0,42.0,54.0,13.0,12.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,837,-6.0,51.0,42.0,45.0,47.0,45.0,37.0,54.0,18.0,9.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,860,0.0,40.0,44.0,45.0,46.0,40.0,37.0,51.0,15.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,871,0.0,46.0,44.0,45.0,46.0,46.0,38.0,51.0,14.0,2.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,873,-6.0,50.0,45.0,45.0,47.0,44.0,39.0,53.0,15.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,898,0.0,40.0,42.0,43.0,47.0,40.0,37.0,53.0,17.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,910,-3.0,42.0,43.0,46.0,47.0,39.0,38.0,51.0,14.0,8.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,921,-6.0,49.0,42.0,42.0,45.0,43.0,40.0,52.0,13.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,922,-9.0,52.0,42.0,43.0,44.0,43.0,38.0,55.0,18.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,924,-8.0,50.0,43.0,45.0,47.0,42.0,37.0,53.0,17.0,8.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,925,-3.0,51.0,41.0,43.0,47.0,48.0,37.0,54.0,18.0,10.0,early_field_late_tail,"H shifts to the late side of its own bootstrap distribution, weakening its lead over Jw."
H-Jw,H,Jw,937,-4.0,49.0,42.0,47.0,45.0,45.0,45.0,52.0,8.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,944,-5.0,48.0,43.0,41.0,46.0,43.0,42.0,53.0,12.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,954,-11.0,52.0,41.0,44.0,45.0,41.0,38.0,55.0,18.0,11.0,mixed_tail,Both H late-side and Jw early-side effects occur in this tail sample.
H-Jw,H,Jw,959,-5.0,50.0,44.0,43.0,47.0,45.0,39.0,53.0,15.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,968,-5.0,48.0,41.0,41.0,48.0,43.0,40.0,53.0,14.0,7.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,970,0.0,40.0,44.0,45.0,46.0,40.0,37.0,43.0,7.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,972,-6.0,50.0,45.0,47.0,47.0,44.0,40.0,52.0,13.0,6.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
H-Jw,H,Jw,976,-1.0,42.0,45.0,41.0,46.0,41.0,39.0,44.0,6.0,5.0,all_fields_clustered,All five W45 midpoints are in a relatively clustered bootstrap state; ordering is hard to resolve in this sample.
